MRGV_vOTU	Bacterial_host (R220)	Consensus	Evidence
MRGV_vOTU23615	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__RUG14156;g__MGBC122484;s__MGBC122484 sp910587375	1.0	Integration
MRGV_vOTU23616	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR:Integration
MRGV_vOTU23617	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Acholeplasmatales;f__Anaeroplasmataceae;g__Pelethenecus;s__Pelethenecus sp900540705;strain__MGBC152861	1.0	Integration
MRGV_vOTU23618	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR:Integration
MRGV_vOTU23619	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp910588005	1.0	CRISPR
MRGV_vOTU23620	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282	0.7564102564102564	Integration
MRGV_vOTU23621	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Kineothrix;s__Kineothrix sp910579645;strain__GENOME00156	1.0	Integration
MRGV_vOTU23622	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU23624	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9813084112149532	CRISPR
MRGV_vOTU23625	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660	1.0	CRISPR:Integration
MRGV_vOTU23627	d__Bacteria;p__Bacillota_A;c__Clostridia	1.0	CRISPR:Integration
MRGV_vOTU23628	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales	0.7096774193548387	CRISPR:Integration
MRGV_vOTU23629	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp910585015;strain__GENOME23816	1.0	CRISPR
MRGV_vOTU23631	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR:Integration
MRGV_vOTU23632	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp910585015	0.8676470588235294	CRISPR
MRGV_vOTU23633	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp910584995	0.7777777777777778	CRISPR
MRGV_vOTU23634	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella	0.7142857142857143	CRISPR
MRGV_vOTU23635	d__Bacteria;p__Bacillota_A;c__Clostridia	1.0	Integration
MRGV_vOTU23636	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales	0.7272727272727273	CRISPR:Integration
MRGV_vOTU23638	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Pumilibacteraceae;g__Anaerocaecibacter	0.9534883720930232	CRISPR:Integration
MRGV_vOTU23640	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA1242;g__UBA1242_genus;s__MRGM_0597_species;strain__GENOME03250	1.0	Integration
MRGV_vOTU23641	d__Bacteria;p__Bacillota_A;c__Clostridia	0.7777777777777778	CRISPR
MRGV_vOTU23642	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Pumilibacteraceae;g__Anaerocaecibacter	0.8444444444444444	CRISPR
MRGV_vOTU23644	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9076923076923076	CRISPR
MRGV_vOTU23645	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp910577925;strain__GENOME01449	1.0	CRISPR
MRGV_vOTU23647	d__Bacteria;p__Bacillota_A;c__Clostridia	1.0	CRISPR
MRGV_vOTU23648	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9867549668874172	CRISPR
MRGV_vOTU23649	d__Bacteria;p__Bacillota_A;c__Clostridia	1.0	CRISPR
MRGV_vOTU23651	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU23652	d__Bacteria;p__Bacillota_A;c__Clostridia	1.0	CRISPR:Integration
MRGV_vOTU23653	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vermiculatibacterium;s__Vermiculatibacterium sp910587345;strain__GENOME23965	1.0	CRISPR
MRGV_vOTU23654	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR:Integration
MRGV_vOTU23655	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU23656	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Caccovicinus;s__Caccovicinus sp910585635	0.9428571428571428	CRISPR
MRGV_vOTU23658	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.8214285714285714	CRISPR
MRGV_vOTU23660	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282	0.72	CRISPR
MRGV_vOTU23661	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp910588005	1.0	CRISPR
MRGV_vOTU23662	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp910586455	0.8	CRISPR
MRGV_vOTU23663	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pelethomonas;s__Pelethomonas sp910587645;strain__MGBC116749	1.0	Integration
MRGV_vOTU23664	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__MGBC100798	0.8333333333333334	CRISPR:Integration
MRGV_vOTU23665	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae	1.0	CRISPR
MRGV_vOTU23666	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp910575665	0.9375	CRISPR:Integration
MRGV_vOTU23667	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9893617021276596	CRISPR
MRGV_vOTU23668	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR:Integration
MRGV_vOTU23669	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9944994499449944	CRISPR:Integration
MRGV_vOTU23670	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales	1.0	CRISPR
MRGV_vOTU23671	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9838709677419356	CRISPR
MRGV_vOTU23673	d__Bacteria;p__Bacillota_A;c__Clostridia	1.0	CRISPR
MRGV_vOTU23674	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella sp910589385;strain__GENOME02961	1.0	Integration
MRGV_vOTU23675	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.95	CRISPR:Integration
MRGV_vOTU23676	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales	1.0	CRISPR:Integration
MRGV_vOTU23677	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Suilimivivens;s__Suilimivivens sp011959285;strain__GENOME25055	1.0	CRISPR
MRGV_vOTU23678	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Pumilibacteraceae;g__Anaerocaecibacter	0.8620689655172413	CRISPR
MRGV_vOTU23679	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU23681	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR:Integration
MRGV_vOTU23682	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9850746268656716	CRISPR
MRGV_vOTU23683	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9803370786516854	CRISPR
MRGV_vOTU23684	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR:Integration
MRGV_vOTU23685	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU23686	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	Integration
MRGV_vOTU23687	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum faecis	1.0	CRISPR
MRGV_vOTU23688	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RGIG4057	0.8409090909090909	CRISPR:Integration
MRGV_vOTU23689	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.99	CRISPR
MRGV_vOTU23690	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sporofaciens;s__Sporofaciens sp009774295	0.75	Integration
MRGV_vOTU23691	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus sp003612625;strain__GENOME18567	1.0	Integration
MRGV_vOTU23692	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp910578995	1.0	Integration
MRGV_vOTU23693	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU23694	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Ventrousia;s__MRGM_1171_species	1.0	CRISPR:Integration
MRGV_vOTU23695	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.8983050847457628	CRISPR
MRGV_vOTU23696	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp910585015	0.7763157894736842	CRISPR:Integration
MRGV_vOTU23697	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9910371318822024	CRISPR
MRGV_vOTU23702	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__MGBC131033;s__MGBC131033 sp910585655;strain__GENOME14923	1.0	CRISPR
MRGV_vOTU23704	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Pumilibacteraceae;g__Anaerocaecibacter;s__Anaerocaecibacter sp910587805	0.8625	CRISPR:Integration
MRGV_vOTU23705	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU23706	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	1.0	CRISPR:Integration
MRGV_vOTU23707	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR:Integration
MRGV_vOTU23708	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae	0.9047619047619048	CRISPR:Integration
MRGV_vOTU23709	d__Bacteria	1.0	CRISPR
MRGV_vOTU23710	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae	1.0	CRISPR
MRGV_vOTU23711	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-508_genus;s__MRGM_1345_species	1.0	CRISPR:Integration
MRGV_vOTU23712	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.912280701754386	CRISPR
MRGV_vOTU23713	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR:Integration
MRGV_vOTU23714	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola faecalis	0.948051948051948	CRISPR:Integration
MRGV_vOTU23715	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU23716	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.982608695652174	CRISPR
MRGV_vOTU23717	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU23718	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__MGBC114844;s__MGBC114844 sp910579865;strain__GENOME23046	1.0	CRISPR
MRGV_vOTU23719	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus reuteri	1.0	CRISPR:Integration
MRGV_vOTU23720	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.925925925925926	CRISPR
MRGV_vOTU23721	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9888888888888888	CRISPR
MRGV_vOTU23722	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR:Integration
MRGV_vOTU23724	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp910588005	1.0	CRISPR
MRGV_vOTU23725	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Parasutterella;s__Parasutterella sp900552195	1.0	Integration
MRGV_vOTU23727	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Enterenecus;s__Enterenecus sp910587255;strain__GENOME18559	1.0	Integration
MRGV_vOTU23728	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU23729	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominiventricola;s__Hominiventricola sp009774155	0.8571428571428571	Integration
MRGV_vOTU23730	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.967032967032967	CRISPR
MRGV_vOTU23731	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp910588005;strain__GENOME22870	1.0	CRISPR
MRGV_vOTU23733	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9471153846153846	CRISPR:Integration
MRGV_vOTU23734	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-510;s__MRGM_0800_species;strain__GENOME01349	1.0	CRISPR
MRGV_vOTU23735	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp910588005	1.0	CRISPR
MRGV_vOTU23736	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae	1.0	Integration
MRGV_vOTU23737	d__Bacteria	1.0	CRISPR
MRGV_vOTU23738	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR:Integration
MRGV_vOTU23739	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bovifimicola;s__Bovifimicola sp910583605	0.8327645051194539	CRISPR
MRGV_vOTU23740	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vermiculatibacterium;s__Vermiculatibacterium sp910587345;strain__GENOME23965	1.0	CRISPR
MRGV_vOTU23741	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp011959105	0.8571428571428571	CRISPR:Integration
MRGV_vOTU23743	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp009774345	0.7333333333333333	CRISPR
MRGV_vOTU23744	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Pumilibacteraceae;g__Anaerocaecibacter;s__Anaerocaecibacter sp910587805	0.7692307692307693	CRISPR:Integration
MRGV_vOTU23745	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominisplanchenecus_A;s__Hominisplanchenecus_A murintestinalis	1.0	CRISPR
MRGV_vOTU23746	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales	1.0	CRISPR:Integration
MRGV_vOTU23747	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.907608695652174	CRISPR
MRGV_vOTU23748	d__Bacteria;p__Bacillota_A;c__Clostridia	0.920704845814978	CRISPR:Integration
MRGV_vOTU23749	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Lepagella;s__Lepagella sp910588245	0.8571428571428571	CRISPR:Integration
MRGV_vOTU23750	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Enterenecus;s__Enterenecus sp910585265	1.0	Integration
MRGV_vOTU23751	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9833333333333332	CRISPR:Integration
MRGV_vOTU23752	d__Bacteria;p__Bacillota_A;c__Clostridia	1.0	CRISPR
MRGV_vOTU23753	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominiventricola	0.7777777777777778	CRISPR:Integration
MRGV_vOTU23754	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.8683333333333333	CRISPR:Integration
MRGV_vOTU23755	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Pumilibacteraceae;g__Anaerocaecibacter;s__Anaerocaecibacter sp910587805	0.9402985074626866	CRISPR:Integration
MRGV_vOTU23756	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	1.0	Integration
MRGV_vOTU23757	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	1.0	CRISPR
MRGV_vOTU23758	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp910588715	1.0	Integration
MRGV_vOTU23759	d__Bacteria;p__Bacillota_A;c__Clostridia	1.0	CRISPR
MRGV_vOTU23761	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae	1.0	CRISPR
MRGV_vOTU23762	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	1.0	CRISPR
MRGV_vOTU23763	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__UBA3282 sp910578475	0.7272727272727273	CRISPR
MRGV_vOTU23764	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp910585015	0.9666666666666668	CRISPR
MRGV_vOTU23767	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9125	CRISPR
MRGV_vOTU23768	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9166666666666666	CRISPR
MRGV_vOTU23769	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR:Integration
MRGV_vOTU23770	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.8729903536977492	CRISPR:Integration
MRGV_vOTU23771	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalibaculum;s__Faecalibaculum rodentium	0.8484848484848485	CRISPR:Integration
MRGV_vOTU23773	d__Bacteria;p__Bacillota_B;c__Dehalobacteriia;o__UBA4068;f__UBA4997;g__Avidehalobacter	1.0	Integration
MRGV_vOTU23774	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae	0.8571428571428571	CRISPR
MRGV_vOTU23775	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__Acutalibacter sp910589395;strain__GENOME03695	1.0	CRISPR
MRGV_vOTU23776	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR:Integration
MRGV_vOTU23777	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU23779	d__Bacteria;p__Bacillota_B;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__UBA7185;s__UBA7185 sp910585405	0.7777777777777778	CRISPR
MRGV_vOTU23780	d__Bacteria	1.0	CRISPR
MRGV_vOTU23781	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella sp910574865;strain__MGBC000092	1.0	CRISPR
MRGV_vOTU23783	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella rodentium	1.0	CRISPR
MRGV_vOTU23785	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp910588005	1.0	CRISPR
MRGV_vOTU23787	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282	0.8108108108108109	CRISPR:Integration
MRGV_vOTU23789	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Pumilibacteraceae;g__Anaerocaecibacter;s__Anaerocaecibacter sp910587805	0.8518518518518519	CRISPR
MRGV_vOTU23791	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU23792	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR:Integration
MRGV_vOTU23793	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU23794	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Mailhella;s__Mailhella sp910579055	1.0	Integration
MRGV_vOTU23795	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus sp000403395	1.0	CRISPR
MRGV_vOTU23796	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp013316495	0.7	CRISPR
MRGV_vOTU23797	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU23800	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides muris	0.875	CRISPR
MRGV_vOTU23801	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508	1.0	CRISPR
MRGV_vOTU23802	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor	0.7058823529411765	CRISPR
MRGV_vOTU23805	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9230769230769232	CRISPR
MRGV_vOTU23806	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU23808	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR:Integration
MRGV_vOTU23809	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominiventricola	1.0	Integration
MRGV_vOTU23812	d__Bacteria	1.0	CRISPR
MRGV_vOTU23813	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp000403335	1.0	CRISPR
MRGV_vOTU23814	d__Bacteria;p__Bacillota_A;c__Clostridia	1.0	CRISPR:Integration
MRGV_vOTU23817	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus sp000403395	0.75	CRISPR
MRGV_vOTU23819	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	1.0	CRISPR:Integration
MRGV_vOTU23820	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella sp910577255;strain__GENOME02597	1.0	CRISPR
MRGV_vOTU23821	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus sp000403395	0.9	CRISPR
MRGV_vOTU23822	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales	1.0	CRISPR
MRGV_vOTU23824	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter	1.0	CRISPR
MRGV_vOTU23825	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella	0.7073170731707317	CRISPR
MRGV_vOTU23826	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9629629629629628	CRISPR
MRGV_vOTU23827	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalibaculum;s__Faecalibaculum rodentium	0.9411764705882352	CRISPR
